Lower95,Median,Upper95,Mean,SD,Mode,MCerr,MC.ofSD,SSeff,AC.100,psrf,parameter
0.255655968164624,0.27526962163267,0.295019663273652,0.275326735684733,0.0100394548050903,0.275244886894627,4.10313831320926e-05,0.4,59867,0.00245627052699569,1.0000105083731,ann.fec[1]
0.305172622397319,0.329518647308398,0.354814995820753,0.329565775787481,0.0126945207515198,0.32977024960444,0.000103005279358631,0.8,15188,0.0665004830167298,1.00023108599195,ann.fec[2]
0.393073647886923,0.417070452485278,0.441753577107666,0.417091236618551,0.0124517751160462,0.41682429297181,0.000117567533564253,0.9,11217,0.0672335953090424,1.00006741205779,ann.fec[3]
0.252479945186817,0.275984298401423,0.299714214062742,0.276067623221059,0.0120923801388902,0.275792281264486,0.000193514151635549,1.6,3905,0.117703922061633,1.00012575371812,ann.fec[4]
0.132652950114238,0.149097766440027,0.165292793208348,0.149210798916606,0.00831757934633824,0.148559074100017,0.000100100281247283,1.2,6904,0.116895276338767,1.00034395346466,ann.fec[5]
0.254073697836047,0.27395174854369,0.294184338686548,0.274027338022127,0.0102399546427051,0.27378067957928,0.000121523085786588,1.2,7100,0.0935297043196168,1.00231615525592,ann.fec[6]
0.172966361834099,0.19144293324054,0.209430920491663,0.191564347086077,0.00930967983357354,0.191519871051833,0.000102535623182505,1.1,8244,0.0951385704905986,1.00108090319525,ann.fec[7]
0.422932998926204,0.479313793027286,0.534197945321589,0.479325825883027,0.0284124966301115,0.477590620568068,0.000586977876031018,2.1,2343,0.229258000964955,1.00031523875603,ann.fec[8]
0.251143589128026,0.271129023233746,0.291137629243309,0.271184869179918,0.0102015816872365,0.270354367264866,8.38228783823652e-05,0.8,14812,0.0669537145257487,1.00031287702745,ann.fec[9]
0.515716936396408,0.548001050119112,0.581061933147157,0.547899045808274,0.0166513856288581,0.548632619541276,0.000167163324433493,1,9922,0.0736582587623937,1.00001761775257,ann.fec[10]
0.161398307189207,0.17826938327137,0.195303551213449,0.178388803569096,0.00868219655579206,0.177872862791558,8.18822726645604e-05,0.9,11243,0.0833877892162438,1.00018675777031,ann.fec[11]
0.318938772786259,0.339988048029258,0.36054788357348,0.340027031567115,0.0105874478503541,0.339577362657685,8.80272906550412e-05,0.8,14466,0.0724343081465748,1.00085234934055,ann.fec[12]
0.238984351714983,0.26383980702135,0.28877671199479,0.263981938489837,0.0127108058354206,0.263683891856022,0.000109222088224699,0.9,13543,0.0810841256990477,1.00003057809303,ann.fec[13]
0.426724136253591,0.453225153044347,0.479999587852544,0.453274224010115,0.0135855678997538,0.453538767129755,0.000114103779804263,0.8,14176,0.0754399817631521,1.00030708709347,ann.fec[14]
0.196909633253712,0.216572868598776,0.2373505837993,0.216741656315713,0.0104151736473227,0.216529404948556,9.44513988549052e-05,0.9,12160,0.10531174383445,1.00020956618854,ann.fec[15]
0.266729289185302,0.286896839656604,0.308450342543374,0.286990833147823,0.0106219508592968,0.28705605958675,8.02356516917223e-05,0.8,17526,0.0892741713073241,1.00037109516503,ann.fec[16]
0.345273353976704,0.368791468601826,0.392039686685937,0.368878965313238,0.0119672056363114,0.368962401329956,4.94306766442838e-05,0.4,58613,0.00149650316269162,1.00001382115158,ann.fec[17]
0.233170413029085,0.318955701053869,0.413077935329084,0.320092685779873,0.0461316067556338,0.318569885754717,0.000187411983823347,0.4,60590,-0.00137865301316516,0.999984395546073,ann.fec[18]
