"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year","demographic"
0.201705024681036,0.201180398589108,0.00170888450914808,0.200043676412682,0.206315603832074,1.00002492587305,"mean.p.juv",NA,"mean.p.juv"
0.961298521642904,0.961603632972185,0.0054554781926529,0.949591200692899,0.971006565400037,1.00084612365168,"mean.phi.ad",NA,"mean.phi.ad"
0.891495300237498,0.893849009568989,0.00798059802872307,0.870601134381104,0.89976681333954,1.02008199239414,"mean.phi.juv",NA,"mean.phi.juv"
0.975225058619545,0.975224130548842,0.00348390745340595,0.96839104000848,0.982026632350945,1.00571496218917,"pop.growth.rate",NA,"pop.growth.rate"
5771.3052581754,5780.85222113609,58.8853770268321,5630.06278242554,5857.3869372225,1.00482588049213,"Ntot[1]",2004,"pop.size"
5788.03910666667,5795,58.7451177880147,5654,5883,1.00099282678551,"Ntot[2]",2005,"pop.size"
5689.33476666667,5692,84.1103970287749,5516,5843,1.00016397926076,"Ntot[3]",2006,"pop.size"
5629.86742,5633,86.8781781653437,5451,5794,1.00532115019937,"Ntot[4]",2007,"pop.size"
5734.03885333333,5737,90.338857961641,5550,5903.02499999999,1.00606957676971,"Ntot[5]",2008,"pop.size"
5598.83965333333,5601,101.792005087311,5395,5794,1.00663014314586,"Ntot[6]",2009,"pop.size"
5540.99965333333,5542,103.325605221638,5332,5739,1.00681921185134,"Ntot[7]",2010,"pop.size"
5520.22524666667,5523,106.254911876963,5304,5720,1.00800967468609,"Ntot[8]",2011,"pop.size"
5613.6609,5617,113.975314551027,5381,5830,1.00757858168247,"Ntot[9]",2012,"pop.size"
5160.18820666667,5160,117.813745542593,4928,5393,1.00828990998473,"Ntot[10]",2013,"pop.size"
5184.43214,5184,115.526100587212,4957,5409,1.01039798488804,"Ntot[11]",2014,"pop.size"
5010.88438,5012,122.911011302732,4766,5252,1.01269409686149,"Ntot[12]",2015,"pop.size"
4316.57396,4317,107.588248079391,4105,4527,1.01102755720606,"Ntot[13]",2016,"pop.size"
4202.02382,4203,115.579746339022,3973,4425,1.01596730787058,"Ntot[14]",2017,"pop.size"
4410.48058,4413,123.12561280649,4165,4646,1.01543935089782,"Ntot[15]",2018,"pop.size"
4424.00531333333,4428,131.2748513578,4159,4671,1.01569568714191,"Ntot[16]",2019,"pop.size"
3868.83278,3863,219.014621856248,3455,4313,1.00431190595035,"Ntot[17]",2020,"pop.size"
3930.13818,3925,214.189972785649,3523,4363,1.00440772854841,"Ntot.f[1,1]",2021,"pop.size"
3930.08033333333,3925,214.208818047578,3522,4363,1.00441592515626,"Ntot.f[2,1]",2021,"pop.size"
3615.06659333333,3611,194.602334036493,3244,4008,1.00447958246908,"Ntot.f[3,1]",2021,"pop.size"
3954.15438727033,3951,210.133524167942,3550,4379,1.00449283073062,"Ntot.f[1,2]",2022,"pop.size"
4169.80435333333,4166,213.339393503311,3761,4599,1.004613630145,"Ntot.f[2,2]",2022,"pop.size"
3357.60248,3355,175.017728014099,3021,3709,1.00455950548959,"Ntot.f[3,2]",2022,"pop.size"
4058.31861333333,4055,229.130751547857,3616,4520,1.00417567961886,"Ntot.f[1,3]",2023,"pop.size"
4411.79024666667,4408,251.825188777937,3929,4918,1.0040908937579,"Ntot.f[2,3]",2023,"pop.size"
3165.33602666667,3163,175.262442484324,2827,3516,1.00432021580385,"Ntot.f[3,3]",2023,"pop.size"
