BirdID,AGE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GO-16-18-945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GO-16-18-956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GO-16-18-959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GO-16-18-969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GO-16-18-987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO-16-18-991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
GO-TRAL-0916-101,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
GO-TRAL-0916-1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
GO-TRAL-0916-1012,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1012-C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1019,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1024,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
GO-TRAL-0916-1033,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
GO-TRAL-0916-1035,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
GO-TRAL-0916-1045,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1047,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
GO-TRAL-0916-1049,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1059,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1
GO-TRAL-0916-108,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GO-TRAL-0916-1118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-114,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
GO-TRAL-0916-1140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1158,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1159,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
GO-TRAL-0916-1160,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
GO-TRAL-0916-1161,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
GO-TRAL-0916-1162,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
GO-TRAL-0916-1163,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
GO-TRAL-0916-1164,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
GO-TRAL-0916-1165,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1166,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
GO-TRAL-0916-1167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
GO-TRAL-0916-1168,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
GO-TRAL-0916-1169,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
GO-TRAL-0916-1170,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
GO-TRAL-0916-1171,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1172,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
GO-TRAL-0916-1173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GO-TRAL-0916-1174,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
GO-TRAL-0916-1175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1176,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
