BirdID,AGE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GO-TRAL-0916-1177,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
GO-TRAL-0916-1178,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
GO-TRAL-0916-1179,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
GO-TRAL-0916-1181,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
GO-TRAL-0916-1183,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
GO-TRAL-0916-1184,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-1185,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GO-TRAL-0916-1192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GO-TRAL-0916-1198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GO-TRAL-0916-1203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GO-TRAL-0916-1207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
GO-TRAL-0916-1212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GO-TRAL-0916-1216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-1237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
GO-TRAL-0916-1253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
GO-TRAL-0916-1259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GO-TRAL-0916-127,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
GO-TRAL-0916-1270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GO-TRAL-0916-1275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
GO-TRAL-0916-1277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1285,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0
GO-TRAL-0916-1297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-130,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
GO-TRAL-0916-1311,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
GO-TRAL-0916-1313,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1317,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-1327,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GO-TRAL-0916-1358,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
GO-TRAL-0916-1363,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
GO-TRAL-0916-1367,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
GO-TRAL-0916-137,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
GO-TRAL-0916-1370,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1371,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
GO-TRAL-0916-1379,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1380,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
GO-TRAL-0916-1381,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1395,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
GO-TRAL-0916-1398,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
GO-TRAL-0916-1414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
GO-TRAL-0916-1415,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1417,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
GO-TRAL-0916-1418,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
GO-TRAL-0916-1419,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
GO-TRAL-0916-1420,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
GO-TRAL-0916-1422,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
GO-TRAL-0916-1428,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
GO-TRAL-0916-1429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1431,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
GO-TRAL-0916-1433,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
GO-TRAL-0916-1435,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
GO-TRAL-0916-1440,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
GO-TRAL-0916-1459,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
GO-TRAL-0916-146,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1481,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
GO-TRAL-0916-1486,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
GO-TRAL-0916-150,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
GO-TRAL-0916-1503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
GO-TRAL-0916-1504,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
GO-TRAL-0916-1508,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GO-TRAL-0916-1509,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
GO-TRAL-0916-1513,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
GO-TRAL-0916-1522,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
GO-TRAL-0916-1526,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1546,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1547,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
GO-TRAL-0916-1551,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1567,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-1599,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
GO-TRAL-0916-1604,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GO-TRAL-0916-1616,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
GO-TRAL-0916-1697,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
GO-TRAL-0916-170,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
GO-TRAL-0916-1700,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
GO-TRAL-0916-1702,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
GO-TRAL-0916-1712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
GO-TRAL-0916-173,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
GO-TRAL-0916-1736,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
GO-TRAL-0916-1742,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1756,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
GO-TRAL-0916-1768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1784,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
GO-TRAL-0916-1821,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
GO-TRAL-0916-1927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-1967,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
GO-TRAL-0916-1969,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
GO-TRAL-0916-2028,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2041,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
GO-TRAL-0916-2063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
GO-TRAL-0916-2135,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
GO-TRAL-0916-2196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
GO-TRAL-0916-2208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
GO-TRAL-0916-2214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
GO-TRAL-0916-2220,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
GO-TRAL-0916-2229,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
GO-TRAL-0916-2232,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
GO-TRAL-0916-2234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2239,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2241,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2248,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2254,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2258,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
GO-TRAL-0916-2269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
GO-TRAL-0916-2272,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
GO-TRAL-0916-2274,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
GO-TRAL-0916-2294,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
GO-TRAL-0916-2297,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2300,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2303,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
GO-TRAL-0916-2312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
GO-TRAL-0916-2318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2321,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2331,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
GO-TRAL-0916-2344,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2353,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
GO-TRAL-0916-2355,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2358,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2361,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
GO-TRAL-0916-2363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2374,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
GO-TRAL-0916-2380,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
GO-TRAL-0916-2388,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
GO-TRAL-0916-2395,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
GO-TRAL-0916-2400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2402,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
GO-TRAL-0916-2406,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2409,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2418,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GO-TRAL-0916-2420,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2422,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
GO-TRAL-0916-2426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2427,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2429,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2438,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GO-TRAL-0916-2444,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GO-TRAL-0916-2445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
GO-TRAL-0916-2447,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2456,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
GO-TRAL-0916-2463,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GO-TRAL-0916-2469,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
GO-TRAL-0916-2474,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
GO-TRAL-0916-2478,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GO-TRAL-0916-2496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
GO-TRAL-0916-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO-TRAL-0916-2500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO-TRAL-0916-2501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
