"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.100","Rhat","parameter","Year","demographic"
2975.23098793213,5346.1893137375,8355.48783764031,5519.35989676039,1396.09550948264,5143.73746144682,51.3826341371816,3.7,738,0.887102014342263,1.00232268014123,"Ntot.f[2,25]",2046,"pop.size"
558.229793045312,915.541618933989,1360.06607236705,940.626340261608,210.938335374515,878.801968061798,6.33854116350239,3,1107,0.833566386329542,1.00257658483976,"Ntot.f[3,25]",2046,"pop.size"
1892.68547460316,3187.87670066058,4793.80825818855,3279.53981557189,760.52406479814,3049.07752994282,24.4839392666536,3.2,965,0.866873675193846,1.00222067191058,"Ntot.f[1,26]",2047,"pop.size"
2937.43896557355,5404.32100583019,8568.47240641437,5589.02558062569,1461.63656955178,5189.47631560089,53.8066171595281,3.7,738,0.887214435182273,1.00232111465803,"Ntot.f[2,26]",2047,"pop.size"
513.029714871128,854.705960336894,1289.59566689997,879.914620880617,204.629249786951,823.386278248731,6.15722871426329,3,1104,0.833741840309279,1.00252925687353,"Ntot.f[3,26]",2047,"pop.size"
1874.85384028884,3159.57490933152,4857.17320339592,3258.01993066248,783.003618265807,3017.98605224012,25.2384966542345,3.2,962,0.867275061369477,1.0022018157368,"Ntot.f[1,27]",2048,"pop.size"
2987.77234721664,5461.71802613421,8861.03448239226,5659.08879168866,1527.05647344517,5173.23732050776,56.2011745301888,3.7,738,0.887286370681362,1.00234179121431,"Ntot.f[2,27]",2048,"pop.size"
476.376406832242,798.45965353461,1226.01934847069,823.440048531976,198.377402196537,766.909950420737,5.98018035954583,3,1100,0.833831603186178,1.00250750593717,"Ntot.f[3,27]",2048,"pop.size"
1812.2254323171,3132.32630873526,4872.59250821363,3236.70023132133,805.246386166382,2968.50523309098,25.9852974760925,3.2,960,0.867671399421966,1.00218609415627,"Ntot.f[1,28]",2049,"pop.size"
2943.64950225288,5520.24727285658,9051.48480941688,5729.94773164424,1592.83053425584,5201.38498940349,58.6040846133478,3.7,739,0.887259902815971,1.00236039120091,"Ntot.f[2,28]",2049,"pop.size"
432.675599491807,745.719820510448,1155.55268281434,770.77248684476,192.039101248181,708.317268939519,5.79810328509233,3,1097,0.833875417546464,1.00251177969911,"Ntot.f[3,28]",2049,"pop.size"
1763.99229694854,3104.89439073486,4903.12624579698,3215.67197676412,827.11359135167,2924.55231727956,26.4834955516027,3.2,975,0.867944852046885,1.00217502629158,"Ntot.f[1,29]",2050,"pop.size"
2917.83776523919,5578.13948441365,9239.47558585748,5801.23268574961,1658.19881204311,5238.37303737134,60.9841920023457,3.7,739,0.887232370731634,1.00238277481711,"Ntot.f[2,29]",2050,"pop.size"
389.096927380619,697.077276885691,1087.38697213365,721.841259626372,185.786857513205,660.224545402196,5.62161196832428,3,1092,0.833888975552532,1.00250639161907,"Ntot.f[3,29]",2050,"pop.size"
1666.05593577338,3079.71591189646,4879.32715417801,3195.22789925515,848.803425627346,2897.15770706918,27.1981854286804,3.2,974,0.868209582195033,1.00216712815046,"Ntot.f[1,30]",2051,"pop.size"
2932.98308579053,5637.29402365818,9469.2079539871,5872.83404453953,1723.03117780079,5312.95810051902,63.3246482576491,3.7,740,0.887154178034015,1.00242781302561,"Ntot.f[2,30]",2051,"pop.size"
364.441051259531,651.746465799529,1037.9929876513,676.205793407542,179.591742945881,614.213079932812,5.45183311982762,3,1085,0.83374190743819,1.00251346796809,"Ntot.f[3,30]",2051,"pop.size"
0.876346518565598,0.958679739534237,0.997784832437226,0.949408495365495,0.0375605775303566,0.96978480053353,0.000188416420673868,0.5,39740,0.0204274304153985,1.0000325629374,"phi.ad[1]",1979,"survival"
0.768540087416897,0.825384212985794,0.881037263749554,0.825377651055897,0.028784916215946,0.825011336038759,0.000650373055886809,2.3,1959,0.70616147618825,1.00271606238345,"phi.juv[1]",1979,"survival"
0.827030650026595,0.926231032509964,0.992428411670202,0.917856757043344,0.0465895386917595,0.939684039651109,0.000190200995244108,0.4,60000,0.00203532807048081,1.00005427544391,"phi.ad[2]",1980,"survival"
0.500603160448494,0.738721927315673,0.951677824477409,0.730248585686506,0.120444803774079,0.75984314169283,0.000599191771609975,0.5,40406,0.0365902008181812,1.00004962010717,"phi.juv[2]",1980,"survival"
0.824817749355898,0.940093204845546,0.997281942206845,0.927156365818907,0.0511575789557081,0.957787060724787,0.000209711063863821,0.4,59508,0.00300023461205908,1.0000608587183,"phi.ad[3]",1981,"survival"
0.768540087416897,0.825384212985794,0.881037263749554,0.825377651055897,0.028784916215946,0.825011336038759,0.000650373055886809,2.3,1959,0.70616147618825,1.00271606238345,"phi.juv[3]",1981,"survival"
0.822690787063747,0.914571031837127,0.987820252699226,0.908835018314394,0.0448191220214114,0.923447936837382,0.000183596188308554,0.4,59594,0.000218423980799286,1.00004683615947,"phi.ad[4]",1982,"survival"
0.486956610403336,0.707276894735854,0.922667674167022,0.705231218126215,0.114279580663794,0.712921948109143,0.000598403909361235,0.5,36471,0.0366628931397707,1.00017862315171,"phi.juv[4]",1982,"survival"
0.751521725121122,0.87367358755877,0.973393262470884,0.867397164208366,0.0593773533328028,0.887763924517119,0.000374257353148312,0.6,25171,0.0338080050160069,1.00009330637944,"phi.ad[5]",1983,"survival"
0.383791547649455,0.609378580421173,0.859925108573443,0.613899836822412,0.123906872388289,0.595131987897111,0.000825672965968131,0.7,22520,0.0444059109221438,1.00006804398218,"phi.juv[5]",1983,"survival"
0.856610851547295,0.936058875533134,0.992008582392863,0.930046276117334,0.0376707396964511,0.946735090465391,0.000159631637139171,0.4,55689,0.00741690709537503,1.00015078973697,"phi.ad[6]",1984,"survival"
0.563108235848427,0.767514889852694,0.952419711291433,0.760906005239587,0.103442096461353,0.780165102571605,0.000499978346349362,0.5,42805,0.0240172781456905,1.00014582596969,"phi.juv[6]",1984,"survival"
0.894609857772866,0.953156809484835,0.994990681001053,0.94862851433428,0.0280388237960099,0.960388681970546,0.000130187879618211,0.5,46385,0.0165399906518367,1.00009265764963,"phi.ad[7]",1985,"survival"
0.647595346425367,0.820896629126791,0.969166316477856,0.81349140604113,0.0864319786656365,0.837438456565897,0.000483665310980294,0.6,31934,0.0383228514877005,1.00006010023717,"phi.juv[7]",1985,"survival"
0.941137292694348,0.975162088489102,0.997718734126615,0.972342104285396,0.0160660245163111,0.980136970542434,0.000138680178732195,0.9,13421,0.068029583380558,1.00017015166568,"phi.ad[8]",1986,"survival"
0.779365242998726,0.898972701050982,0.987044662721759,0.891016285388598,0.0573497282887004,0.913022328722989,0.000492685629467326,0.9,13549,0.0823572024543176,1.00036792256584,"phi.juv[8]",1986,"survival"
0.827748289668069,0.913744352190487,0.983577138526382,0.908896020155753,0.0415710360888805,0.921215139265846,0.000186374555092256,0.4,49752,0.00978023760270699,1.00002419451412,"phi.ad[9]",1987,"survival"
0.500955711884451,0.704993855594533,0.912301735907951,0.703715811141636,0.107339869999104,0.710319387573585,0.000641340745698775,0.6,28012,0.0502898520594254,0.999989260318008,"phi.juv[9]",1987,"survival"
0.914570364392046,0.96331759518764,0.996986969860548,0.959275429245461,0.0232031134916213,0.969069426283419,0.000145386156903841,0.6,25471,0.0318839572341191,1.00025393405989,"phi.ad[10]",1988,"survival"
0.698345268238772,0.85583832847962,0.978232186489323,0.846933288203337,0.0762420634902579,0.872780523259383,0.000512683412604465,0.7,22115,0.0546262295491734,1.00009167687427,"phi.juv[10]",1988,"survival"
0.845036082387225,0.918507375527861,0.980023402135867,0.914914954573174,0.0356602267491414,0.925327070826897,0.000145582266078907,0.4,60000,0.0053717116278778,0.999988663295488,"phi.ad[11]",1989,"survival"
0.530328770629016,0.7174389090267,0.904699547418645,0.716784988176593,0.0967829650146518,0.717030667968502,0.000588615201513831,0.6,27036,0.0608447978567977,1.00010271858457,"phi.juv[11]",1989,"survival"
0.857600393959049,0.928133850757071,0.984184389133148,0.924475807009993,0.033690579946178,0.934074068234173,0.00013850891958433,0.4,59165,0.000528775129407294,1.00005751784968,"phi.ad[12]",1990,"survival"
0.554914697405741,0.744345718696735,0.92054795180785,0.742426487323739,0.0951562982446902,0.749367991358192,0.000521181155915599,0.5,33335,0.0493163749627927,1.00016196978766,"phi.juv[12]",1990,"survival"
0.837320915322946,0.912282254335489,0.975040457868088,0.908809535949662,0.036044370762917,0.917343375231198,0.000172000277479897,0.5,43915,0.0191715274738379,1.00014375700754,"phi.ad[13]",1991,"survival"
0.527710280522457,0.700711200305658,0.886303653193265,0.701287389519873,0.0923334544899135,0.698855760796287,0.000510281331960943,0.6,32742,0.042389504404171,1.00006524466919,"phi.juv[13]",1991,"survival"
0.871273132395118,0.936725466240245,0.987531747564141,0.932772704201577,0.0313450760825091,0.944347822503077,0.000128205811232652,0.4,59776,0.00699754659050588,1.00013821654072,"phi.ad[14]",1992,"survival"
0.594698115359071,0.769494940180242,0.935183643984716,0.766076980703045,0.0891103512543448,0.772120156327426,0.000410168294800174,0.5,47199,0.0225166794523179,1.00009332673024,"phi.juv[14]",1992,"survival"
