"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year"
0.272725357533992,0.272533114896286,0.0126024436223614,0.248615831680269,0.298098812658889,1.03093695846621,"ann.fec[9]",2009
0.178919868948504,0.178675809736987,0.0100874425168462,0.15986194611901,0.199384609400486,1.0008312699212,"ann.fec[10]",2010
0.288817026869325,0.281321294178668,0.065215197897973,0.192969004172099,0.42229190672032,1.62056657669563,"ann.fec[11]",2011
0.337971698613693,0.337891886074289,0.0135262628841763,0.311906158175917,0.364850698989397,1.00132332624059,"ann.fec[12]",2012
0.136439334911169,0.129285821304653,0.0572886727451812,0.0540614304998807,0.260965641271543,1.00627677533653,"ann.fec[13]",2013
0.110032074096844,0.109868405384643,0.00763814614512665,0.0955464537575065,0.125454127220947,1.00021720314251,"ann.fec[14]",2014
0.342812572874105,0.342648935815145,0.0133754773205605,0.317105582071365,0.369498887902817,1.00061530490098,"ann.fec[15]",2015
0.228033925916508,0.22775496658306,0.0144227593980719,0.200581427760452,0.256936395979361,1.00008895297476,"ann.fec[16]",2016
0.47456746087371,0.474304660162667,0.0194172690057693,0.437115827277104,0.513459100761377,1.00114141979683,"ann.fec[17]",2017
0.209782010577791,0.209562238526206,0.0119556886059493,0.186947699042541,0.233790162500217,1.00022922676558,"ann.fec[18]",2018
0.498966743896667,0.498335957317613,0.259705388727588,0.0726292501518037,0.927286874752026,1.00000689378148,"ann.fec[19]",2019
0.892820260794301,0.940879956576842,0.119670752059551,0.608948454408606,0.999991023966979,1.08492918872827,"juv.survival",2000.5
0.663178912604348,0.658677745927066,0.0431226547710114,0.590662653289431,0.762168247293441,1.00578336686863,"adult.survival",2000.5
0.933816073551293,0.978973221152541,0.0887189551985494,0.692449068759506,0.999983705428529,1.21636029197458,"juv.survival",2001.5
0.975204957528843,0.985177309446848,0.0284261327968439,0.895064569703223,0.999645769977905,1.02012959571772,"adult.survival",2001.5
0.711244241749511,0.704139721528134,0.108218850235425,0.525309780512837,0.963269759307962,1.22224248606015,"juv.survival",2002.5
0.979292618182227,0.987339955594265,0.0243938873637338,0.910318983109781,0.99976916157337,1.05573506542346,"adult.survival",2002.5
0.97226341644188,0.992161109720797,0.0432456543301058,0.840914063953337,0.999996846790485,1.0170386773345,"juv.survival",2003.5
0.948959170542024,0.955828419264094,0.038271308468489,0.858267946302325,0.998672437661616,1.0061036442762,"adult.survival",2003.5
0.51209072808826,0.50961999980844,0.035479434227305,0.449085429257246,0.59202139334035,1.0211470082566,"juv.survival",2004.5
0.971284252610332,0.979989279357377,0.0275029883577888,0.900033595006974,0.999567438033687,1.00910514783823,"adult.survival",2004.5
0.986758969846213,0.996157694787304,0.0213592527627154,0.922013451592348,0.999996980809162,1.02459100177651,"juv.survival",2005.5
0.871061127991731,0.867544533013651,0.0462693540979328,0.789840158659971,0.975517577121441,1.0085703203257,"adult.survival",2005.5
0.99202717379242,0.997475593521701,0.0128339226151443,0.953108842862001,0.999997784498936,1.00972137616434,"juv.survival",2006.5
