Lower95,Median,Upper95,Mean,SD,Mode,MCerr,MC.ofSD,SSeff,AC.100,psrf,parameter
0.982440204192993,0.985693016925932,0.98903668715858,0.985721500366182,0.00170415457900621,0.9856150980426,5.4707991078453e-05,3.2,970,0.77113032579968,1.00048765593365,pop.growth.rate
