Lower95,Median,Upper95,Mean,SD,Mode,MCerr,MC.ofSD,SSeff,AC.100,psrf,parameter
0.0366535498459257,0.0721659255285787,0.118568923271008,0.0749362159536783,0.0217440314597378,0.0685418631284128,0.00025409395895857,1.2,7323,0.286628364257236,1.00013925813138,mean.p.ad[1]
0.184837493941166,0.303419346933266,0.404505222765027,0.301381909618143,0.0578371574225434,0.308836084358036,0.00797408032255559,13.8,53,0.985292775783453,1.02598085139806,mean.p.ad[2]
0.000211567679826736,0.0439083636241237,0.223594431579151,0.0693272312068551,0.0748687799219874,0.0208686804237855,0.000320681665473887,0.4,54507,0.00603969510298332,1.00009633186864,p.ad[1]
0.0346148689359335,0.204030392885771,0.429632061581821,0.21921416479665,0.10792545480262,0.181503630045613,0.000451698733938577,0.4,57089,0.000765382668957513,1.00003740354527,p.ad[2]
7.39601787541538e-05,0.00963159616648557,0.032720015199321,0.0124698304437878,0.0103311716372347,0.00595089832276289,4.50183889687027e-05,0.4,52665,0.00596374879886735,1.00013166202894,p.ad[3]
0.0737528756500409,0.145396034179934,0.23056749945971,0.148945333202233,0.0408608988769413,0.139009922273763,0.000167642846605512,0.4,59408,0.000754003908546054,1.00002243078887,p.ad[4]
0.000891709512138703,0.0139992340852079,0.0373678061862471,0.0163720167191533,0.0107454648655012,0.0103921818755258,4.50645833135124e-05,0.4,56856,0.00922961201416881,1.00013626546896,p.ad[5]
0.00949748623332819,0.0365747571119836,0.0735836851029734,0.0391842159121634,0.0175606142461155,0.0328531113663355,7.169090745472e-05,0.4,60000,0.00103404315074719,1.00003489772842,p.ad[6]
0.00249625784275345,0.0176905760966303,0.0415020970191121,0.0197832719779685,0.0110717982940002,0.0138165971049267,4.54585999599246e-05,0.4,59320,0.00219438605829347,1.00001527787727,p.ad[7]
0.0871437025390764,0.14195640991527,0.201553901950965,0.14392067486714,0.0293625841021623,0.139123618915314,0.000119229820126501,0.4,60648,0.00690004905506063,1.00013524229692,p.ad[8]
0.00100427167238307,0.0117017016272253,0.0311554342314399,0.0136402123603064,0.00881991782804457,0.00876122524735713,3.62660837188341e-05,0.4,59146,0.00454833487777322,1.0002275805858,p.ad[9]
0.0243529977834611,0.0549207956195571,0.0924184886700183,0.0568346115294571,0.018003818212021,0.0524450046549732,7.35002800687971e-05,0.4,60000,0.00175368402785753,1.00003383294399,p.ad[10]
0.223917919314535,0.290428097278983,0.36095418563322,0.291459275475221,0.0351775233746363,0.289854457021317,0.000157535400128186,0.4,49863,0.00862153353485642,1.00024375163074,p.ad[11]
0.0278517095035354,0.0538788268155373,0.0858949723828255,0.0552476419309075,0.0152062865953567,0.0516766559213533,6.15908492762142e-05,0.4,60956,-0.000159579180774991,1.00000538354286,p.ad[12]
0.119197660126672,0.16769682592514,0.220613058585396,0.168811320510596,0.0261324172921489,0.165886447600664,0.000113584326665732,0.4,52932,0.00423341566482096,1.00005968559349,p.ad[13]
0.0571964339876932,0.0932452573328396,0.132732718491476,0.0945804039093491,0.0196277854993804,0.0907434415454268,8.01300987571344e-05,0.4,60000,0.0014305012250282,1.00002655521463,p.ad[14]
0.0120653278059646,0.0306000144411413,0.0543583004429345,0.0319898390641828,0.0112788854492217,0.0285817275604437,4.58751658352706e-05,0.4,60447,0.000554819650603936,0.999997905274243,p.ad[15]
0.0609557801461883,0.0963015169361163,0.135524979283608,0.0975671095847015,0.019277041773017,0.0950668189319402,7.86981934903464e-05,0.4,60000,0.00334091894702795,1.00000469206313,p.ad[16]
0.0316051792541832,0.0579788601807282,0.0882497011271951,0.0591631306039068,0.0147299296029163,0.0565331413441501,6.0319427671434e-05,0.4,59633,0.00116480733349976,1.0000036444107,p.ad[17]
0.00178555877567431,0.0104900260264639,0.0240689894868001,0.0116191993603208,0.00626875160574175,0.00865163410217712,2.59401823647939e-05,0.4,58400,0.00434965010395185,1.0000386302175,p.ad[18]
0.217069076530329,0.270761374404781,0.327968694168646,0.271453481349731,0.0284100705217367,0.26964902740293,0.000115983627224568,0.4,60000,0.00233258534711261,1.00004213119763,p.ad[19]
0.0444555252549484,0.0695088983902326,0.0992079016638127,0.0704805651002284,0.0141010208435156,0.068167654521716,5.84010814898491e-05,0.4,58299,0.00123003789736855,1.00005825664869,p.ad[20]
0.0383467928681643,0.0617599128054698,0.0890117743889575,0.0625945437851935,0.0131044412101242,0.0615508049328658,5.36059613815388e-05,0.4,59760,0.000269843679092944,1.00008459247868,p.ad[21]
0.422235398247548,0.476474836857768,0.532168294260226,0.476729527135357,0.0280883564056643,0.476233753159971,0.000114670234845521,0.4,60000,0.00557195105150619,1.00003396463032,p.ad[22]
0.0184802368457517,0.0324098869970712,0.0485109014769556,0.0330036373144101,0.00780755284406198,0.0311471181724651,3.19807973254944e-05,0.4,59601,0.00305527193778843,1.00002747093094,p.ad[23]
